Procedure,Outcome,Product Line,Product,Author ,Product Line,Article Title,Reference,Outcome/Comments,Abstract,Hyperlink,
PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Kilinc,PK,Plasmakinetic Vaporisation of the Prostate,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275  ABSTRACT","Catheter time 1.5 days, LOS 2.1 days, No post-op complications.","Introduction The current gold Standard for the surgical<BR>treatment of the BPH is transurethral resection<BR>prostate requiring in-patient care for 2-7 days. Plasmakinetic<BR>vaporisation of prostate (PKVP) is an exciting new<BR>surgical technique which utilises radio frequency to vaporise<BR>obstructing tissue. It is shown to be equally as<BR>effective as TURP and provides excellent hemostasis with<BR>contolled energy. Moreover, it eliminates TURP syndrome,<BR>using continuous saline irrigation.<BR>Patients and Method Twenty men (mean age 68;<BR>range::48-86 years) were studied. Patients with urinary<BR>retention, prostate cancer, abnormal PSA value, previous<BR>MODERATED POSTER SESSIONS ABSTRACTS -A189-<BR>surgery were excluded. Pre-operatively prostate volume<BR>was measured with transrectal ultrasonogrephy. Flow<BR>rate and residual volüme measured along with international<BR>prostate symptom score(IPSS). All patients received<BR>a standardised general anaesthesia. Surgical relief<BR>of prostatic obstraction was achieved by PKVP<BR>creating a cavity obtained by TUR. Saline is always used<BR>as irrigant solution.<BR>Results No postoperative bleeding necessitating<BR>catheterization for postoperative retention occurred. The<BR>duration of the procedure was 30 to 70 minutes. The<BR>mean time of post-operative continuous bladder irrigation<BR>was 1.4 (1-3 days). The mean catheterization time<BR>was 1.5 days (range 1-5 days). The postoperative hospitalization<BR>was a mean of 2.1 days. The mean peak<BR>flow rate increased from 6.9 to 18.1 ml/sec at 3 months,<BR>and the IPSS decreased from 15 to 9 at 3 months.<BR>Conclusions Our results with PKVP prostatectomy suggest<BR>that it’s a useful, efficient and safe endoscopic device.<BR>It can be provided safely and with a high degree<BR>of patient acceptability.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%2528Plasmakinetic%2BVaporisation%2Bof%2Bthe%2BProstate%2529&searchHistoryKey=,
PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,McFarlane,PK,Gyrus Electrovaporisation and TURP:  Preliminary Results of a Prospective Randomized Trial,"Journal of Endourology, Nov 2001, Volume 15, ","No complications, reduced bleeding vs TURP, reduced catheterization time and discharge.  Comparable Qmax, AUA/IPSS, Sexual function and QoL to TURP.",,,
PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Muslumanoglu,PK,"Prospective, Randomised Study of Electrovaporisation with Gyrus Device (PK) and TURP in Men with BPH:  Preliminary Results","Journal of Endourology, Vol 16, Supp 1, ","Proc time 42 min vs 59 min TURP.  Bladder irrigation 1.37 days vs 1.8 days TURP.  Catheterization time 2.6 days vs 4 days TURP, Similar AUA & Qmax outcomes.","Objective: To compare efficacy and cost-effectiveness of TURP versus<BR>transurethral electrovaporization with Gyrus device (PlasmaKinetic TM), with its<BR>special features such as rapid tissue removal using bipolar electrocautery under<BR>saline irrigation.<BR>Methods: During a 9-month period, men with BPH, having failed medical<BR>therapy, were randomly assigned to either electrovaporization with Gyrus device<BR>(Group I) or TURP (Group II). Men with suspected cancer, confirmed by digital<BR>rectal examination and PSA, or neurogenic bladder were excluded, and a total of<BR>60 men with a mean age of 68.4 (range: 53–78) years were enrolled in the study.<BR>Preoperatively, AUA symptom score, uroflowmetry, and ultrasound were obtained.<BR>Postoperatively, the patients were seen at 1, 3 and 6 months.<BR>Results: Mean prostate volumes were 50.1 g and 54.0 g in groups I and II,<BR>respectively (p . 0.05). The mean operative time was 42.2 minutes in group I<BR>and 59.3 minutes in group II (p , 0.01). Mean volume of saline irrigation during<BR>PlasmaKinetic procedure was significantly lower than that of hyperosmolar<BR>solution irrigation during TURP. Mean time for postoperative continuos bladder<BR>irrigation was 1.37 days in group I, and 1.8 days in group II (p , 0.01). Mean<BR>catheterization time was 2.6 days in the former group and 3.97 days in the latter<BR>group (p , 0.05). The mean AUA symptom score declined from 21.4 preoperatively<BR>to 7.9 at 6 months in PlasmaKinetic group, while it declined from 20.9 preoperatively<BR>to 7.4 at 6 months in TURP group. The mean maximum flow rates<BR>increased from 5.1 ml/sec preoperatively to 17.8 ml/sec at 6 months and from 6.3<BR>ml/sec preoperatively to 18.5 ml/sec at 6 months in groups I and II, respectively.<BR>Conclusion: Our preliminary results demonstrate similar improvement in<BR>terms of symptom score and urinary flow rate in both groups. However, excluding<BR>expenses related to the device and its loops, decreased operation and catheterization<BR>times render PlasmaKinetic cost-effective.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558?prevSearch=allfield%253A%252832.%2509Muslumanoglu%2BA%252C%2BMuslumanoglu%2BA%252C%2BBaykal%2BM%2529&searchHistoryKey=,
PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Strup,PK,Plasmakinetic Vaporization and Vaporesection of Prostate and Bladder Tissue,"Journal of Endourology, Vol 15, Supp 1, Nov 2001,","Need for post TURP irrigation of the bladder is rare, Cath time generally less than 24 hrs, excellent hemostasis, allows for deep and precise resection of the bladder","Introduction: The Plasmakinetic System (GYRUS Medical) uses bipolar<BR>technology to create an ionized plasma pocket which allows vaporization<BR>or resection of tissue in a saline environment. The plasma<BR>pocket provides excellent hemostasis with controlled energy. This system<BR>has been adapted to transurethral surgery of the prostate and bladder.<BR>Technique: The technique of Plasmakinetic transurethral vaporization<BR>of the prostate (TVP) is demonstrated. The procedure is performed<BR>through a dedicated continuous flow resectoscope using saline irrigation.<BR>The prostate is gradually vaporized using antegrade or combined<BR>antegrade and retrograde passes with the Plasma-V electrode. Subsequently,<BR>Plasmakinetic transurethral vaporesection of the prostate is<BR>demonstrated using the same instruments and irrigation. The resection<BR>technique is similar to standard TURP with key differences being emphasized.<BR>Finally, the technique of Plasmakinetic transurethral resection<BR>of bladder tumor is shown.<BR>Results: We have used the Plasmakinetic system to perform over 30<BR>transurethral procedures. Prosate vaporization and resection is done in<BR>a saline environment with excellent hemostasis. The need for post-<BR>TURP irrigation of the bladder is rare and the catheter time is generally<BR>less than 24 hours. In the bladder, the Plasmakinetic system provides<BR>controlled energy allowing for safe resection along the lateral wall<BR>of the bladder and ureteral orfices. The plasma pocket provides excellent<BR>hemostasis with limited thermal effect allowing for deep and precise<BR>resection of the bladder.<BR>Conclusions: Plasmakinetic vaporization and vaporesection of prostate<BR>and bladder tissue is an exciting new technology which makes the familiar<BR>techniques of TURP and bladder tumor resection even more efficient<BR>and safe.",http://www.liebertonline.com/doi/abs/10.1089/08927790152686901,
PK TUVP (Not with PlasmaButton),Cost Effective,PK,Resection Loop / Other Electrode,Muslumanoglu,PK,"Prospective, Randomised Study of Electrovaporisation with Gyrus Device (PK) and TURP in Men with BPH:  Preliminary Results","Journal of Endourology, Vol 16, Supp 1, ","Proc time 42 min vs 59 min TURP.  Bladder irrigation 1.37 days vs 1.8 days TURP.  Catheterization time 2.6 days vs 4 days TURP, Similar AUA & Qmax outcomes.","Objective: To compare efficacy and cost-effectiveness of TURP versus<BR>transurethral electrovaporization with Gyrus device (PlasmaKinetic TM), with its<BR>special features such as rapid tissue removal using bipolar electrocautery under<BR>saline irrigation.<BR>Methods: During a 9-month period, men with BPH, having failed medical<BR>therapy, were randomly assigned to either electrovaporization with Gyrus device<BR>(Group I) or TURP (Group II). Men with suspected cancer, confirmed by digital<BR>rectal examination and PSA, or neurogenic bladder were excluded, and a total of<BR>60 men with a mean age of 68.4 (range: 53–78) years were enrolled in the study.<BR>Preoperatively, AUA symptom score, uroflowmetry, and ultrasound were obtained.<BR>Postoperatively, the patients were seen at 1, 3 and 6 months.<BR>Results: Mean prostate volumes were 50.1 g and 54.0 g in groups I and II,<BR>respectively (p . 0.05). The mean operative time was 42.2 minutes in group I<BR>and 59.3 minutes in group II (p , 0.01). Mean volume of saline irrigation during<BR>PlasmaKinetic procedure was significantly lower than that of hyperosmolar<BR>solution irrigation during TURP. Mean time for postoperative continuos bladder<BR>irrigation was 1.37 days in group I, and 1.8 days in group II (p , 0.01). Mean<BR>catheterization time was 2.6 days in the former group and 3.97 days in the latter<BR>group (p , 0.05). The mean AUA symptom score declined from 21.4 preoperatively<BR>to 7.9 at 6 months in PlasmaKinetic group, while it declined from 20.9 preoperatively<BR>to 7.4 at 6 months in TURP group. The mean maximum flow rates<BR>increased from 5.1 ml/sec preoperatively to 17.8 ml/sec at 6 months and from 6.3<BR>ml/sec preoperatively to 18.5 ml/sec at 6 months in groups I and II, respectively.<BR>Conclusion: Our preliminary results demonstrate similar improvement in<BR>terms of symptom score and urinary flow rate in both groups. However, excluding<BR>expenses related to the device and its loops, decreased operation and catheterization<BR>times render PlasmaKinetic cost-effective.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558?prevSearch=allfield%253A%252832.%2509Muslumanoglu%2BA%252C%2BMuslumanoglu%2BA%252C%2BBaykal%2BM%2529&searchHistoryKey=,
PK TUVP (Not with PlasmaButton),Day Case,PK,Resection Loop / Other Electrode,Eaton,PK,Day Case Prostatectomy employing the Gyrus Plasmakinetic Bipolar System,"Journal of Endourology, Vol 16, Supplement 1, Sept 2002, Page A126 ABSTRACT","Day case, IPSS/AUA, QoL, FR & PVR maintained at 2 year follow up, no re-admissions or post op bleeding, catheter voiding at 48 hrs, minimal analgesic","INTRODUCTION.<BR>There is increased demand for surgical relief of bladder outflow obstruction.<BR>Monopolar TURP has been the gold standard traditionally being<BR>provided on an in-patient basis with hospitalisation of 2–5 days. Day Case<BR>TURP has been described but has not been widely adopted largely because<BR>of unpredictable peri-operative bleeding. The Gyrus plasma kinetic<BR>(PK)bipolar system works in a saline environment and has superior haemostatic<BR>effect to monoplar diathermy.This paper reports 150 patients undergoing<BR>Day Case PK vaporisation (V) of prostate with a maximum followup<BR>of 2 years.<BR>PATIENTS & METHODS.<BR>150 ASA 1&2 men age 65–83 with proven bladder outflow obstruction<BR>underwent PKV prostate on a day case basis. They were discharged home<BR>with a catheter in situ (mean time to discharge 5.6 hours) and returned for<BR>catheter removal at 48 hours. Mean prostate volume was 35mls (15–120).<BR>Patients were monitored haematologically and biochemically perioperatively<BR>and at 48 hours. Analgesic requirements were recorded together with patient<BR>satisfaction at 48 hours. Return to normal was recorded individually<BR>and subjectively by each patient. Follow up was undertaken at 2 months and<BR>at three month intervals thereafter recording satisfaction, IPSS, QoL and<BR>Flow rate and post void residual.<BR>RESULTS<BR>143 men were discharged on day one There were no readmissions. 150<BR>voided at first catheter removal at 48 hours. There were no electrolyte disturbances<BR>and mean fall in Hb was 0.4 g/dl.There was no blood transfusion<BR>ofr delayed bleeding. Analgesic requirements were minimal. Return to normality<BR>varied from 2 to 23 days (mean 8) with 18% of patients experiencing<BR>some irritation to 15 days. Satisfaction rates were 95% and improvement<BR>in IPSS, QoL, FR and PVR were maintained to two years.<BR>DISCUSSION<BR>PKVP offers immediate,effective relief of obstruction with high satisfaction<BR>and safety making it an ideal Day Case operation which could be<BR>widely adopted.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558,
PK TUVP (Not with PlasmaButton),Dysuria ,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.<BR><BR>PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.<BR><BR>RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.<BR><BR>CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.",http://www.ncbi.nlm.nih.gov/pubmed/11339400,
PK TUVP (Not with PlasmaButton),ED,PK,Resection Loop / Other Electrode,Pu,PK,"Erectile Dysfunction after PlasmaKinetic <BR>Vaporization of the Prostate:  <BR>Incidence and Risk factors","Journal of Endourology<BR>Vol 20, Number 9, September 2006","Post-operative ED 10.4% but attributable to independent risk factors, like diabetes and capsular perforation.  Removing ind. risk factors, rate of ED after PKVP = 3.9%","Purpose: To determine the incidence of erectile dysfunction (ED) after PlasmaKinetic vaporization of the prostate (PKVP) using objective and subjective parameters and risk factors. <BR><BR>Patients and Methods: A total of 153 men completed a questionnaire detailing perceived sexual dysfunction and underwent nocturnal penile-tumescence testing using the RigiScan for three consecutive nights 3 or 4 days preoperatively and 3 months postoperatively. The International Index of Erectile Function (IIEF)-5 scores were obtained preoperatively and postoperatively. Full details of each operation were recorded, including grams of tissue resected, operative time, any short-term complications, especially emphasizing capsular perforation, and concomitant diseases such as diabetes and hypertension. The association of risk factors with the development of ED after PKVP was assessed. Complete data were available for 103 men (67.3%). Their mean age was 62.1 years (range 48–83 years). <BR><BR>Results: Postoperatively, 11 patients (10.6%) were found to have ED. Patients who developed ED postoperatively had a lower IIEF-5 score and penile-tumescence parameters preoperatively (for all parameters, P < 0.0001). As risk factors, diabetes, capsular perforation, and an IIEF-5 score <21 were found to be significant. <BR><BR>Conclusions: The incidence of ED after PKVP measured objectively was 10.6%. In the absence of the risk factors, PKVP is a safe therapeutic strategy with regard to sexual function. <BR><BR>",http://www.liebertonline.com/doi/abs/10.1089/end.2006.20.693,
PK TUVP (Not with PlasmaButton),Large Prostate,PK,Resection Loop / Other Electrode,Eaton,PK,Gyrus Plasmakinetic Bipolar Loop Resection Compared to Conventional Monopolar TURP in Prostates >40grams,"Journal of Endourology, Vol 17. Supplement 1, Spet 2003  ","Prostate >40g, reduced blood loss, catherization and discharge for PK but similar efficacy to TURP, no readmissions for PK","Objectives Plasma kinetic vaporisation (PKV) of prostate<BR>has been shown to be equivalent to monopolar TURP in<BR>efficacy and safety. A standard 4mm resection loop employing<BR>PK technology has been introduced. This study<BR>investigates its performance against monopolar TURP in<BR>larger prostates > 40gm.<BR>Patients & Methods 60 men with proven BOO and<BR>prostate volume > 40gm on pre-operative TRUS were<BR>randomized prospectively 1:1 PK loop resection v.<BR>TURP. All were ASA 1& 2 with no significant co-morbidity.<BR>Operative time, blood loss, electrolyte disturbances,<BR>time to successful catheter removal and discharge<BR>were compared. Decision on catheter removal<BR>and discharge were made by residents “blinded” to the<BR>procedure. All patients were followed up at one, two,<BR>four and six months with flow rate, IPSS and QoL scores.<BR>Results Operating times were broadly similar correlating<BR>with prostate volume. Weight of tissue resected was<BR>10% lower overall in PK group (reflecting vaporisation<BR>loss). Blood loss in PK group was significantly lower than<BR>in TURP. Time to catheter removal and discharge were<BR>significantly in favour of the PK group. At six months the<BR>efficacy of PK resection was equivalent to TURP. There<BR>were no readmissions in PK group and one with secondary<BR>haemorrhage in TURP group.<BR>Conclusion This study demonstrates that PK loop resection<BR>is safe, equivalent in efficacy at six months and<BR>superior to monopolar TURP in terms of blood loss and<BR>shorter hospitalisation.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423,
PK TUVP (Not with PlasmaButton),Large Prostate,PK,Resection Loop / Other Electrode,Eaton,PK,A Randomized Prospective Study Comparing the Performance of the 4mm PK Loop Resection Against Standard Monopolar TURP in prostates 40-100g,AUA 2004 Poster,"60+ grams prostates, reduced procedure time, catheter removal time, LOS (1 days vs 3 days) & Hb loss",,,
PK TUVP (Not with PlasmaButton),Large Prostate,PK,Resection Loop / Other Electrode,Liu,PK,Transurethral Bipolar Electrovaporization of Prostate for Treatment of BPH with 800 Cases Report,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275  ABSTRACT","Mean prostate volume = 65g, Qmax increased from 14.5 to 21.8ml/s, IPSS declined from 25.7 to 8.6, QOL from 4.15 to 1.80","Transurethral resection of prostate (TURP) was considered<BR>as golden standard for treatment of benign prostatic<BR>hyperplasia (BPH) and TUVP become more popular<BR>recent years. We introduce our experience in<BR>transurethral bipolar electrovaporization(TUBVP) of<BR>prostate.<BR>Objective To study the efficacy and safety of transurethral<BR>bipolar electrovaporization of prostate (TUBVP)<BR>for the treatment of benign prostatic hyperplasia (BPH).<BR>Methods The device was Gyrus bipolar plasmakinetic<BR>endoscopic system.Between January 2000 and January<BR>2003, 800 patients with lower urinary tract symptoms<BR>associated with benign prostatic hyperplasia (BPH) underwent<BR>transurethral bipolar electrovaporization of<BR>prostate. Prostate volume was measured by transrectal<BR>ultrasound wave. Clinical efficacies were evaluated by<BR>IPSS(International Prostate Symptom Score) QOL (Quality<BR>of Life) and Qmax (Peak uroflow rate). Serum hemoglobin<BR>and electrolyte concentration were recorded<BR>before and after surgery. The volume of absorbed irrigation<BR>fluid and blood loss during operation were also<BR>recorded.<BR>Results Mean prostate volume was 65g(39-350g). The<BR>mean Qmax increased from 14.5 to 21.8ml/s(p<0.01)<BR>after TUBVP while mean IPSS declined from 25.7 to<BR>8.6(p<0.01) and QOL from 4.15 to 1.80(p<0.01).<BR>Serum hemoglobin and electrolyte concentration before<BR>surgery both did not differ significantly from that after<BR>surgery(p>0.05). The volume of absorbed irrigation fluid<BR>and blood loss during operation were 466ml and 67.3ml<BR>respectively. Blood transfusion was not needed. Severe<BR>complications such as urinary incontinence and TUR syndrome<BR>were not found.<BR>Conclusion Transurethral bipolar electrovaporization of<BR>prostate(TUBVP) is a good alternative for TUVP but more<BR>safe.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%252828.%2509Liu%2BCX%252C%2BXu%2BA%252C%2BZheng%2BS%252C%2BZhou%2BX%2B%2526%2BZhang%2BF%2529&searchHistoryKey=,
PK TUVP (Not with PlasmaButton),Large Prostate,PK,Resection Loop / Other Electrode,Tan,PK,BPH More than 100ml - is Gyrus TURP Superior to Open Prostatectomy?,"Society of Intl Urology, Honolulu, HI, Oct 2004","Large Prostates >100g.  Alternative to prostatectomy.  Sexual function, 1 year followup Qmax, AUA, PVR.  No reduction in electrolytes, osmolarity or blood gases.",,,
PK TUVP (Not with PlasmaButton),Length of Stay,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.<BR><BR>PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.<BR><BR>RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.<BR><BR>CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.",http://www.ncbi.nlm.nih.gov/pubmed/11339400,
PK TUVP (Not with PlasmaButton),Length of Stay,PK,Resection Loop / Other Electrode,Kilinc,PK,Plasmakinetic Vaporisation of the Prostate,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275 ","Catheter time 1.5 days, LOS 2.1 days, No post-op complications.","Introduction The current gold Standard for the surgical<BR>treatment of the BPH is transurethral resection<BR>prostate requiring in-patient care for 2-7 days. Plasmakinetic<BR>vaporisation of prostate (PKVP) is an exciting new<BR>surgical technique which utilises radio frequency to vaporise<BR>obstructing tissue. It is shown to be equally as<BR>effective as TURP and provides excellent hemostasis with<BR>contolled energy. Moreover, it eliminates TURP syndrome,<BR>using continuous saline irrigation.<BR>Patients and Method Twenty men (mean age 68;<BR>range::48-86 years) were studied. Patients with urinary<BR>retention, prostate cancer, abnormal PSA value, previous<BR>MODERATED POSTER SESSIONS ABSTRACTS -A189-<BR>surgery were excluded. Pre-operatively prostate volume<BR>was measured with transrectal ultrasonogrephy. Flow<BR>rate and residual volüme measured along with international<BR>prostate symptom score(IPSS). All patients received<BR>a standardised general anaesthesia. Surgical relief<BR>of prostatic obstraction was achieved by PKVP<BR>creating a cavity obtained by TUR. Saline is always used<BR>as irrigant solution.<BR>Results No postoperative bleeding necessitating<BR>catheterization for postoperative retention occurred. The<BR>duration of the procedure was 30 to 70 minutes. The<BR>mean time of post-operative continuous bladder irrigation<BR>was 1.4 (1-3 days). The mean catheterization time<BR>was 1.5 days (range 1-5 days). The postoperative hospitalization<BR>was a mean of 2.1 days. The mean peak<BR>flow rate increased from 6.9 to 18.1 ml/sec at 3 months,<BR>and the IPSS decreased from 15 to 9 at 3 months.<BR>Conclusions Our results with PKVP prostatectomy suggest<BR>that it’s a useful, efficient and safe endoscopic device.<BR>It can be provided safely and with a high degree<BR>of patient acceptability.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%2528Plasmakinetic%2BVaporisation%2Bof%2Bthe%2BProstate%2529&searchHistoryKey=,
